authors,original_publication_year,original_title,title,average_rating,ratings_count,image_url,small_image_url,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,book_id,work_ratings_count
"Gaston Leroux, Alexander Teixeira de Mattos",1909,Le Fantôme de l'Opéra,The Phantom of the Opera,3.97,141110,https://images.gr-assets.com/books/1327867727m/480204.jpg,https://images.gr-assets.com/books/1327867727s/480204.jpg,9302,9302,426620,59,60731486,9.78E+12,2938,155679
Ally Condie,2011,Crossed,"Crossed (Matched, #2)",3.52,100886,https://images.gr-assets.com/books/1374335939m/15812814.jpg,https://images.gr-assets.com/books/1374335939s/15812814.jpg,16729,16729,2707941,57,553381539,9.78E+12,2939,179584
Aravind Adiga,2008,The White Tiger,The White Tiger,3.71,114531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,46601,46601,522675,27,842313079,9.78E+12,2940,125632
Jonathan Franzen,2001,The Corrections,The Corrections,3.78,117657,https://images.gr-assets.com/books/1355011305m/3805.jpg,https://images.gr-assets.com/books/1355011305s/3805.jpg,16429619,16429619,22617247,16,,,2941,131271
Barack Obama,1995,Dreams from My Father,Dreams from My Father: A Story of Race and Inheritance,3.81,128961,https://images.gr-assets.com/books/1352340675m/88061.jpg,https://images.gr-assets.com/books/1352340675s/88061.jpg,42933,42933,1755754,92,440184622,9.78E+12,2942,135594
Michael Crichton,1980,Congo,Congo,3.55,129811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8573020,8573020,13441827,36,399157220,9.78E+12,2943,134422
Jhumpa Lahiri,1999,Interpreter of Maladies,Interpreter of Maladies,4.12,110651,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,34498,34498,280092,61,413771164,9.78E+12,2944,125062
Howard Zinn,1980,A People's History of the United States: 1492 to Present ,A People's History of the United States,4.07,137372,https://images.gr-assets.com/books/1494279423m/2767.jpg,https://images.gr-assets.com/books/1494279423s/2767.jpg,10762469,10762469,15455523,53,312358342,9.78E+12,2945,142326
Truman Capote,1958,Breakfast at Tiffany's,Breakfast at Tiffany's,3.89,129778,https://images.gr-assets.com/books/1477015353m/251688.jpg,https://images.gr-assets.com/books/1477015353s/251688.jpg,66354,66354,64339,66,60920432,9.78E+12,2946,158526
Justin Cronin,2010,The Passage,"The Passage (The Passage, #1)",4.04,126993,https://images.gr-assets.com/books/1327874267m/6690798.jpg,https://images.gr-assets.com/books/1327874267s/6690798.jpg,23454,23454,1068574,60,1932796789,9.78E+12,2947,145772
Neil Gaiman,2005,Anansi Boys,Anansi Boys,4,137639,https://images.gr-assets.com/books/1479778049m/2744.jpg,https://images.gr-assets.com/books/1479778049s/2744.jpg,9219901,9219901,14099848,18,1439177805,9.78E+12,2948,153465
Sarah Dessen,2009,Along for the Ride,Along for the Ride,4.08,151721,https://images.gr-assets.com/books/1479692098m/5664985.jpg,https://images.gr-assets.com/books/1479692098s/5664985.jpg,693016,693016,679345,52,312949804,9.78E+12,2949,156330
Celeste Ng,2014,Everything I Never Told You,Everything I Never Told You,3.78,108703,https://images.gr-assets.com/books/1386795198m/18693763.jpg,https://images.gr-assets.com/books/1386795198s/18693763.jpg,96123,96123,2486632,63,1416522913,9.78E+12,2950,134550
"Agatha Christie, Ροζίτα Σώκου",1920,The Mysterious Affair at Styles,"The Mysterious Affair at Styles (Hercule Poirot, #1)",3.98,135514,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7263429,7263429,8342392,40,399254838,9.78E+12,2951,148617
Agatha Christie,1934,Murder in the Calais Coach,"Murder on the Orient Express (Hercule Poirot, #10)",4.16,138444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20564,20564,3277447,529,141439629,9.78E+12,2952,173662
Chimamanda Ngozi Adichie,2013,Americanah,Americanah,4.26,113252,https://images.gr-assets.com/books/1356654499m/15796700.jpg,https://images.gr-assets.com/books/1356654499s/15796700.jpg,7334201,7334201,8996782,49,1400066409,9.78E+12,2953,135108
James Patterson,2001,Suzanne's Diary for Nicholas,Suzanne's Diary for Nicholas,4.16,121398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,407813,407813,2321296,38,441068804,9.78E+12,2954,124164
Stephen King,1980,Firestarter,Firestarter,3.85,142213,https://images.gr-assets.com/books/1394208032m/233667.jpg,https://images.gr-assets.com/books/1394208032s/233667.jpg,13570854,13570854,19151084,37,451239350,9.78E+12,2955,148131
Sylvia Day,2013,Entwined with You,"Entwined with You (Crossfire, #3)",4.19,141641,https://images.gr-assets.com/books/1362526983m/15731779.jpg,https://images.gr-assets.com/books/1362526983s/15731779.jpg,10661081,10661081,15570344,7,159514451X,9.78E+12,2956,157731
Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.27,109642,https://images.gr-assets.com/books/1320531983m/6289283.jpg,https://images.gr-assets.com/books/1320531983s/6289283.jpg,121732,121732,877675,77,6280838,9.78E+12,2957,121428
Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,The Storied Life of A.J. Fikry,3.98,115393,https://images.gr-assets.com/books/1404582137m/18293427.jpg,https://images.gr-assets.com/books/1404582137s/18293427.jpg,24113,24113,850076,48,465026567,9.78E+12,2958,145313
Napoleon Hill,1937,Think and Grow Rich,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,4.17,87445,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,153780,153780,1142872,25,375828788,9.78E+12,2959,117444
"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods,"Little House in the Big Woods (Little House, #1)",4.16,165127,https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg,95819,95819,366182,19,805005013,9.78E+12,2960,177991
Susanna Clarke,2004,Jonathan Strange & Mr Norrell,Jonathan Strange & Mr Norrell,3.8,133683,https://images.gr-assets.com/books/1357027589m/14201.jpg,https://images.gr-assets.com/books/1357027589s/14201.jpg,8953,8953,2049173,43,439286069,9.78E+12,2961,154688
Nicholas Sparks,2001,A Bend in the Road,A Bend in the Road,4.02,116800,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15790873,15790873,18529702,40,316212822,9.78E+12,2962,123173
Rick Riordan,2013,The House of Hades,"The House of Hades (The Heroes of Olympus, #4)",4.54,159774,https://images.gr-assets.com/books/1464201430m/12127810.jpg,https://images.gr-assets.com/books/1464201430s/12127810.jpg,53817,53817,1616396,40,310245656,9.78E+12,2963,175407
Michael  Grant,2008,Gone,"Gone (Gone, #1)",3.85,144606,https://images.gr-assets.com/books/1357796831m/2536134.jpg,https://images.gr-assets.com/books/1357796831s/2536134.jpg,10816297,10816297,15729967,35,1416595201,9.78E+12,2964,153953
David McCullough,2005,1776,1776,4.06,130293,https://images.gr-assets.com/books/1306787560m/1067.jpg,https://images.gr-assets.com/books/1306787560s/1067.jpg,74389,74389,1377315,116,553381652,9.78E+12,2965,135378
Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,Under the Banner of Heaven: A Story of Violent Faith,3.98,112167,https://images.gr-assets.com/books/1356441391m/10847.jpg,https://images.gr-assets.com/books/1356441391s/10847.jpg,17733898,17733898,21986528,70,1419711326,9.78E+12,2966,123697
Jess Walter,2012,Beautiful Ruins,Beautiful Ruins,3.67,116053,https://images.gr-assets.com/books/1338161553m/11447921.jpg,https://images.gr-assets.com/books/1338161553s/11447921.jpg,9838,9838,1052584,92,316159417,9.78E+12,2967,128321
Stephen King,1999,On Writing: A Memoir of the Craft,On Writing: A Memoir of the Craft,4.31,131481,https://images.gr-assets.com/books/1436735207m/10569.jpg,https://images.gr-assets.com/books/1436735207s/10569.jpg,833710,833710,1726608,46,743437314,9.78E+12,2968,151918
Michael Crichton,1987,Sphere,Sphere,3.77,128244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4703581,4703581,4767909,57,345497511,9.78E+12,2969,135005
"Robert Galbraith, J.K. Rowling",2014,The Silkworm,"The Silkworm (Cormoran Strike, #2)",4.03,120008,https://images.gr-assets.com/books/1392577290m/18214414.jpg,https://images.gr-assets.com/books/1392577290s/18214414.jpg,128759,128759,1080365,74,1416510567,9.78E+12,2970,145146
Anne Rice,1985,The Vampire Lestat,"The Vampire Lestat (The Vampire Chronicles, #2)",4.05,141299,https://images.gr-assets.com/books/1347515742m/43814.jpg,https://images.gr-assets.com/books/1347515742s/43814.jpg,4345498,4345498,4393420,32,441017029,9.78E+12,2971,150967
Ann Patchett,2011,State of Wonder,State of Wonder,3.85,124837,https://images.gr-assets.com/books/1454428541m/9118135.jpg,https://images.gr-assets.com/books/1454428541s/9118135.jpg,15748898,17348308,21441527,30,1478322306,9.78E+12,2972,135740
"Jules Verne, Anthony Bonner",1869,Vingt Mille Lieues Sous les Mers,Twenty Thousand Leagues Under the Sea,3.86,121112,https://images.gr-assets.com/books/1494979127m/33507.jpg,https://images.gr-assets.com/books/1494979127s/33507.jpg,124918,124918,120317,76,425176088,9.78E+12,2973,148698
John Irving,1985,The Cider House Rules,The Cider House Rules,4.1,124876,https://images.gr-assets.com/books/1327962519m/4687.jpg,https://images.gr-assets.com/books/1327962519s/4687.jpg,7201913,7201913,7889455,39,446545244,9.78E+12,2974,134263
"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,3.9,117108,https://images.gr-assets.com/books/1308815551m/54479.jpg,https://images.gr-assets.com/books/1308815551s/54479.jpg,4983,4983,13908787,2,791071685,9.78E+12,2975,141132
Sharon Creech,1994,Walk Two Moons,Walk Two Moons,3.95,129350,https://images.gr-assets.com/books/1389035862m/53496.jpg,https://images.gr-assets.com/books/1389035862s/53496.jpg,91248,91248,632895,55,192751077,9.78E+12,2976,132970
"Paulo Coelho, Margaret Jull Costa",2003,Onze minutos,Eleven Minutes,3.69,102206,https://images.gr-assets.com/books/1358266987m/1430.jpg,https://images.gr-assets.com/books/1358266987s/1430.jpg,216422,216422,397139,48,553564927,9.78E+12,2977,116141
J.D. Salinger,1953,Nine Stories,Nine Stories,4.19,105138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13578175,13578175,19161502,20,1616960922,9.78E+12,2978,117297
Julie Powell,2005,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen","Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",3.67,121373,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2906039,2906039,2927243,79,1416584080,9.78E+12,2979,129563
Neal Shusterman,2007,Unwind,"Unwind (Unwind, #1)",4.18,143892,https://images.gr-assets.com/books/1297677706m/764347.jpg,https://images.gr-assets.com/books/1297677706s/764347.jpg,201114,201114,3231932,35,786851716,9.78E+12,2980,152643
Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)","Drums of Autumn (Outlander, #4)",4.34,123736,https://images.gr-assets.com/books/1500688941m/10988.jpg,https://images.gr-assets.com/books/1500688941s/10988.jpg,552887,552887,3357637,69,316015059,9.78E+12,2981,145728
Marie Lu,2013,Prodigy,"Prodigy (Legend, #2)",4.29,149702,https://images.gr-assets.com/books/1336254717m/13414446.jpg,https://images.gr-assets.com/books/1336254717s/13414446.jpg,27822,27822,1795311,57,192838997,9.78E+12,2982,160193
William Shakespeare,1603,The Tragedie of King Lear,King Lear,3.89,135448,https://images.gr-assets.com/books/1331563731m/12938.jpg,https://images.gr-assets.com/books/1331563731s/12938.jpg,13138635,13138635,18315607,31,1423171020,9.78E+12,2983,147282
Arthur Miller,1949,Death of a Salesman,Death of a Salesman,3.49,132061,https://images.gr-assets.com/books/1469024140m/12898.jpg,https://images.gr-assets.com/books/1469024140s/12898.jpg,2986865,2986865,3017319,62,670062278,9.78E+12,2984,147597
William Faulkner,1929,The Sound and the Fury,The Sound and the Fury,3.86,124665,https://images.gr-assets.com/books/1433089995m/10975.jpg,https://images.gr-assets.com/books/1433089995s/10975.jpg,4538,4538,4242,42,689862210,9.78E+12,2985,133331
Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,A New Earth: Awakening to Your Life's Purpose,4.02,106211,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7933615,7933615,16003318,49,312594429,9.78E+12,2986,113457
Tite Kubo,2002,BLEACH―ブリーチ―　1,"Bleach, Volume 01",4.21,120004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11454587,11454587,15249128,34,1423121325,9.78E+12,2987,120433
Allie Brosh,2013,,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",4.17,118910,https://images.gr-assets.com/books/1409522492m/17571564.jpg,https://images.gr-assets.com/books/1409522492s/17571564.jpg,32979,32979,151480,44,1557091552,9.78E+12,2988,131008
Gregory David Roberts,2003,Shantaram,Shantaram,4.26,95213,https://images.gr-assets.com/books/1333482282m/33600.jpg,https://images.gr-assets.com/books/1333482282s/33600.jpg,33810,33810,2309,62,446679089,9.78E+12,2989,111838
Charlaine Harris,2008,From Dead to Worse,"From Dead to Worse (Sookie Stackhouse, #8)",4.01,151095,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,325421,325421,803204,263,60775971,9.78E+12,2990,161814
"Stephen King, Ned Dameron",1991,The Waste Lands,"The Waste Lands (The Dark Tower, #3)",4.24,117483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10911,10911,3349802,42,743454510,9.78E+12,2991,135257
"Bernhard Schlink, Carol Brown Janeway",1995,Der Vorleser,The Reader,3.73,119911,https://images.gr-assets.com/books/1327936339m/101299.jpg,https://images.gr-assets.com/books/1327936339s/101299.jpg,94803,94803,1231891,54,069401298X,9.78E+12,2992,141705
"Bill Martin Jr., Eric Carle",1967,"Brown Bear, Brown Bear, What Do You See?","Brown Bear, Brown Bear, What Do You See?",4.19,125668,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6219656,6219656,15161007,25,1563127873,9.78E+12,2993,127162
Dan Simmons,1989,Hyperion,"Hyperion (Hyperion Cantos, #1)",4.21,122225,https://images.gr-assets.com/books/1405546838m/77566.jpg,https://images.gr-assets.com/books/1405546838s/77566.jpg,58822,58822,523148,56,345459202,9.78E+12,2994,130489
John Steinbeck,1947,The Pearl of the World,The Pearl,3.41,133264,https://images.gr-assets.com/books/1437234939m/5308.jpg,https://images.gr-assets.com/books/1437234939s/5308.jpg,74824,74824,1407664,62,345485750,9.78E+12,2995,145891
Stephenie Meyer,2009,The Short Second Life of Bree Tanner,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",3.51,145874,https://images.gr-assets.com/books/1274335680m/7937462.jpg,https://images.gr-assets.com/books/1274335680s/7937462.jpg,7896345,7896345,11137563,25,61797022,9.78E+12,2996,159769
David Guterson,1994,Snow Falling on Cedars,Snow Falling on Cedars,3.8,131945,https://images.gr-assets.com/books/1479863528m/77142.jpg,https://images.gr-assets.com/books/1479863528s/77142.jpg,9833184,9833184,18752242,25,1595143203,9.78E+12,2997,136212
"Alan Moore, Brian Bolland, Tim Sale",1988,Batman: The Killing Joke ,Batman: The Killing Joke,4.36,113855,https://images.gr-assets.com/books/1346331835m/96358.jpg,https://images.gr-assets.com/books/1346331835s/96358.jpg,6479550,6479550,6670775,26,441018521,9.78E+12,2998,123312
Ralph Ellison,1952,Invisible Man,Invisible Man,3.84,123073,https://images.gr-assets.com/books/1352854247m/16981.jpg,https://images.gr-assets.com/books/1352854247s/16981.jpg,25152052,25152052,44854000,57,1501116975,9.78E+12,2999,127464
Stephen King,1982,Different Seasons,Different Seasons,4.34,105961,https://images.gr-assets.com/books/1329662611m/39662.jpg,https://images.gr-assets.com/books/1329662611s/39662.jpg,47990,47990,1128623,65,552154164,9.78E+12,3000,138206
Hugh Howey,2012,Wool Omnibus,"Wool Omnibus (Silo, #1)",4.24,81982,https://images.gr-assets.com/books/1349614200m/13453029.jpg,https://images.gr-assets.com/books/1349614200s/13453029.jpg,704043,704043,690332,53,553589377,9.78E+12,3001,121842
Eckhart Tolle,1997,The Power of Now,The Power of Now: A Guide to Spiritual Enlightenment,4.1,104549,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,32071,32071,3173046,570,375753737,9.78E+12,3002,112730
